U,V
-2.101218,-2.761973
-1.811218,-1.871973
2.328782,-2.761973
4.328782,-2.931973
-1.721218,-2.481973
-1.221218,-2.891973
7.998782,1.158027
7.148782,-0.5019726
5.978782,-0.6819726
4.818782,1.048027
3.728782,2.728027
3.008782,3.098027
2.578782,2.228027
1.938782,1.638027
0.4487817,2.498027
-0.7412183,3.438027
0.6787817,3.958027
2.388782,3.568027
2.218782,2.018027
2.228782,2.738027
2.798782,2.408027
3.168782,-0.001972656
1.808782,-3.891973
0.8287817,-3.451972
1.368782,-0.081972651
2.978782,-5.061973
4.488781,-5.901972
5.148782,-2.531973
7.318781,-1.951973
7.048781,-1.661973
5.948781,-1.011973
7.038782,-0.5919726
8.098782,-2.821973
9.998781,-3.991973
10.74878,-1.871973
9.598782,-0.7819726
8.028782,-0.6919726
8.198782,1.088027
6.088782,0.4680273
3.128782,-0.9719726
0.5587817,-1.821973
0.008781738,-2.401973
-0.6612182,-0.3019727
-2.021218,2.008027
-2.751218,2.048027
-3.261218,1.548027
-4.521218,2.728027
-5.371218,0.9280273
-5.341218,-1.061973
-4.251218,-2.011973
0.2587817,-2.421973
4.528781,-4.311973
1.698782,-4.031972
-0.7212182,-3.381973
7.798781,-0.021972656
6.738781,-0.051972654
5.328782,-0.8319727
4.468781,0.1080273
3.918782,1.078027
3.918782,0.1980273
3.408782,-0.3319727
2.868782,1.248027
3.298782,2.588027
3.838782,1.708027
3.988782,1.648027
4.418782,2.888027
4.008781,1.718027
3.178782,1.828027
3.168782,2.288027
3.938782,1.218027
3.978782,-2.121973
2.318782,-5.261972
1.008782,-1.951973
2.008782,-2.801973
3.938782,-6.871973
4.538782,-5.111972
6.518782,-2.141973
7.458782,-1.441973
6.418782,-1.451973
7.688782,-3.391973
8.808782,-5.341972
7.838781,-3.681973
5.768782,-1.341973
5.468781,-0.5419726
5.468781,-0.2319726
6.368782,0.2780273
6.348782,0.6980273
3.848782,-0.4419726
4.138782,-1.901973
4.348782,-0.1219727
3.938782,1.718027
3.508782,2.558027
2.668782,2.268027
1.008782,3.328027
-1.101218,4.868027
-3.831218,4.238027
-5.741218,0.6580274
-5.171218,-5.011972
-3.721218,-2.141973
2.358782,-1.211973
5.448781,-3.661973
1.548782,-3.531973
4.818782,1.888027
5.688782,1.408027
5.508781,0.9280273
3.328782,3.118027
2.788782,3.468027
4.358782,1.528027
3.918782,0.7480273
3.898782,1.258027
4.838782,1.938027
5.128782,1.588027
4.658782,0.2580273
3.878782,0.9680273
2.908782,1.568027
1.708782,1.128027
1.298782,0.7580273
2.338782,1.068027
3.678782,0.7180274
2.988782,-4.651973
0.7987817,-5.911973
1.108782,-2.841973
4.858782,-6.461973
6.388782,-9.411972
6.808782,-4.281972
7.438782,-0.6719726
6.638782,-2.271973
6.958782,-4.271973
6.728782,-5.031972
6.578782,-1.831973
6.748782,1.478027
7.478782,-0.6119726
8.908782,-1.961973
9.878781,1.068027
9.888782,2.748027
9.538781,0.5580273
10.77878,-1.471973
10.76878,-0.6819726
11.05878,1.668027
10.03878,3.958027
7.518782,4.688027
4.948781,6.688027
2.098782,7.128027
-1.031218,6.278027
-3.221218,1.188027
-2.961218,-5.761972
-4.511218,-2.441972
-0.9612182,0.5380273
3.498782,-0.7819726
2.178782,-3.461972
8.368781,2.898027
7.408782,2.588027
6.778781,2.478027
5.508781,3.068027
5.998782,2.368027
9.048781,2.098027
10.70878,3.048027
10.46878,3.848027
8.158782,3.728027
6.108782,3.268027
5.468781,2.288027
4.678782,2.188027
3.958782,2.848027
2.268782,2.588027
0.3787817,1.888027
-0.2312183,0.1280273
0.2787817,-1.401973
1.678782,-3.861973
1.458782,-5.661973
0.5487818,-4.271973
1.998782,-7.131972
3.968782,-13.33197
6.828782,-9.961972
8.338781,-3.131973
7.578782,-4.241972
9.038781,-4.821972
9.378781,-3.121973
9.318782,-1.431973
9.818782,1.218027
9.468781,0.1280273
9.068782,-0.7119727
8.048781,1.668027
9.118781,1.198027
10.78878,-1.241973
11.75878,0.6780273
12.45878,2.448027
12.54878,2.338027
11.76878,4.638027
11.01878,6.628027
9.518782,7.358027
7.098782,6.058027
5.478782,4.738027
3.678782,0.3280273
0.3187817,-4.981973
-1.671218,-1.501973
-2.201218,0.8080273
0.7287817,0.6880273
1.548782,-2.091973
6.068781,2.268027
4.608782,2.968027
4.428782,2.088027
4.938782,0.3980273
4.338782,-1.071973
3.808782,-1.241973
5.058782,0.4680273
6.928782,2.778027
6.218781,2.928027
5.238781,3.048027
6.018782,4.338027
6.498782,4.958027
6.618782,4.938027
5.788782,3.828027
3.978782,3.078027
1.918782,1.288027
-0.081218258,-2.501973
-0.7512183,-4.191973
0.1687817,-4.401973
0.6087817,-4.451972
-2.421218,-3.781973
-4.361218,-7.661973
1.198782,-10.94197
7.188782,-6.441973
7.758781,-4.481973
8.298781,-5.311973
8.938782,-3.291973
9.558782,-1.111973
9.808782,0.2480273
9.958781,0.1480273
10.79878,-0.6519727
10.38878,-2.171973
11.97878,-2.941972
