Y,X,VY,VX
-60,45,2.64001,-7.456213
-25.5,-34.5,5.520015,-0.9962134
-24,-34.5,5.430015,-1.176213
-22.5,-34.5,7.090014,-1.956213
-21,-34.5,8.880014,-1.186213
-19.5,-34.5,8.880014,-0.5462134
-18,-34.5,8.990014,-0.9462134
-16.5,-34.5,9.680015,-2.106213
-15,-34.5,11.68001,-3.546213
-13.5,-34.5,14.02001,-3.806213
-12,-34.5,14.88001,-3.126213
-10.5,-34.5,17.51001,-3.526213
-9,-34.5,15.89001,-6.256213
-7.5,-34.5,7.000014,-9.326213
-6,-34.5,4.190014,-9.896214
-4.5,-34.5,5.790015,-4.696213
-3,-34.5,5.180015,1.323787
-1.5,-34.5,3.870015,0.8037866
0,-34.5,2.070015,-1.306213
-60,-36,3.620015,2.263787
-58.5,-36,3.000015,-0.7562134
-57,-36,0.030014647,0.7637866
-55.5,-36,-0.1499853,5.763786
-54,-36,2.050014,6.203786
-52.5,-36,2.950015,6.413786
-51,-36,1.640015,9.793786
-49.5,-36,-0.9899853,11.03379
-48,-36,-1.149985,7.523787
-46.5,-36,2.970015,-0.0762
-45,-36,7.620015,-4.456213
-43.5,-36,9.460014,-6.056213
-42,-36,9.250014,-7.906213
-40.5,-36,7.320014,-8.396214
-39,-36,5.000014,-8.866213
-37.5,-36,5.500014,-7.466213
-36,-36,8.190015,-3.866213
-34.5,-36,9.320014,-2.206213
-33,-36,8.570014,-2.676213
-31.5,-36,7.410015,-3.036213
-30,-36,5.190014,-3.416213
-28.5,-36,3.230015,-2.416213
-27,-36,2.990015,-0.5962133
-25.5,-36,2.950015,-0.0162
-24,-36,2.660015,0.3237866
-22.5,-36,2.900015,0.2637866
-21,-36,3.390015,0.2037866
-19.5,-36,3.560014,0.7337866
-18,-36,4.720015,0.7337866
-16.5,-36,6.400014,-0.0562
-15,-36,7.790014,-1.346213
-13.5,-36,9.570014,-2.316213
-12,-36,10.82001,-2.996213
-10.5,-36,16.52001,-6.886213
-9,-36,18.93001,-10.84621
-7.5,-36,9.560015,-12.84621
-6,-36,6.180015,-13.08621
-4.5,-36,8.500014,-6.486213
-3,-36,5.830015,0.0138
-1.5,-36,4.010015,-0.4362134
0,-36,2.660015,-1.496213
-60,-37.5,1.700015,1.573787
-58.5,-37.5,0.3900146,-0.6762134
-57,-37.5,0.3700146,1.463787
-55.5,-37.5,0.9500147,7.413786
-54,-37.5,1.850015,8.583786
-52.5,-37.5,3.880015,6.753787
-51,-37.5,6.360014,5.673787
-49.5,-37.5,5.630014,6.023787
-48,-37.5,2.110015,6.353786
-46.5,-37.5,0.6100146,4.463787
-45,-37.5,2.540015,3.473787
-43.5,-37.5,5.710014,0.7237866
-42,-37.5,8.690015,-3.586213
-40.5,-37.5,9.860014,-3.716213
-39,-37.5,9.110015,-2.656213
-37.5,-37.5,9.230015,-3.326213
-36,-37.5,9.530014,-3.816213
-34.5,-37.5,8.050014,-3.916213
-33,-37.5,7.610014,-4.786213
-31.5,-37.5,7.780015,-5.906213
-30,-37.5,5.820014,-5.346213
-28.5,-37.5,4.520015,-2.906213
-27,-37.5,3.960015,-1.176213
-25.5,-37.5,2.550014,-0.8962134
-24,-37.5,1.480015,-0.5862134
-22.5,-37.5,1.270015,0.0738
-21,-37.5,2.790015,0.9437866
-19.5,-37.5,4.930015,1.973787
-18,-37.5,6.590014,2.133787
-16.5,-37.5,7.590014,1.513787
-15,-37.5,8.140015,0.5037866
-13.5,-37.5,9.530014,-0.5662134
-12,-37.5,9.100015,-1.556213
-10.5,-37.5,12.03001,-6.456213
-9,-37.5,16.81001,-12.57621
-7.5,-37.5,11.80001,-15.05621
-6,-37.5,7.240015,-14.62621
-4.5,-37.5,8.360015,-8.616213
-3,-37.5,6.900014,-2.536213
-1.5,-37.5,5.230014,-1.756213
0,-37.5,3.250015,-2.116213
-60,-39,6.050014,4.583786
-58.5,-39,6.120015,5.483787
-57,-39,5.360014,5.153787
-55.5,-39,5.090014,6.253787
-54,-39,4.570014,7.873786
-52.5,-39,3.530015,8.793786
-51,-39,4.190014,6.313787
-49.5,-39,6.960014,3.093786
-48,-39,8.040014,2.623786
-46.5,-39,6.430015,2.263787
-45,-39,5.000014,2.853786
-43.5,-39,4.550014,3.193787
-42,-39,5.560015,0.8737866
-40.5,-39,8.410014,-1.496213
-39,-39,10.14001,-2.766213
-37.5,-39,9.870014,-4.596213
-36,-39,9.450014,-6.246213
-34.5,-39,9.510015,-4.876213
-33,-39,10.85001,-3.476213
-31.5,-39,11.36001,-5.556213
-30,-39,9.270015,-6.846213
-28.5,-39,7.410015,-5.466213
-27,-39,5.870015,-4.216213
-25.5,-39,3.340014,-3.176213
-24,-39,1.280015,-1.696213
-22.5,-39,0.8900146,1.113787
-21,-39,2.840015,4.063787
-19.5,-39,5.590014,4.653787
-18,-39,7.860014,3.593786
-16.5,-39,9.240014,3.053787
-15,-39,9.790014,2.943787
-13.5,-39,12.01001,1.373787
-12,-39,12.49001,-0.4362134
-10.5,-39,12.25001,-4.146213
-9,-39,14.30001,-12.05621
-7.5,-39,11.20001,-18.50621
-6,-39,7.550014,-17.49621
-4.5,-39,9.020015,-10.57621
-3,-39,8.670014,-5.456213
-1.5,-39,6.300014,-4.056213
0,-39,4.060015,-3.486213
-60,-40.5,7.850015,3.493787
-58.5,-40.5,7.990015,2.373786
-57,-40.5,7.830015,2.413787
-55.5,-40.5,8.400015,3.403787
-54,-40.5,8.660014,4.443787
-52.5,-40.5,7.680015,6.503787
-51,-40.5,5.790015,7.103786
-49.5,-40.5,4.690014,4.583786
-48,-40.5,5.530015,2.843786
-46.5,-40.5,6.860014,1.823787
-45,-40.5,7.670014,0.9037866
-43.5,-40.5,7.800014,1.523787
-42,-40.5,7.420014,2.093786
-40.5,-40.5,8.540014,0.5337866
-39,-40.5,10.54001,-1.446213
-37.5,-40.5,12.14001,-2.416213
-36,-40.5,14.08001,-3.616213
-34.5,-40.5,14.88001,-4.686213
-33,-40.5,13.95001,-5.596213
-31.5,-40.5,11.94001,-7.246213
-30,-40.5,9.360015,-7.826213
-28.5,-40.5,7.920014,-6.906213
-27,-40.5,7.080015,-5.816213
-25.5,-40.5,5.190014,-4.146213
-24,-40.5,3.390015,-1.936213
-22.5,-40.5,2.730015,1.543787
-21,-40.5,3.130015,4.963787
-19.5,-40.5,4.600015,6.343787
-18,-40.5,6.980014,5.993786
-16.5,-40.5,9.180015,5.263786
-15,-40.5,10.54001,5.253787
-13.5,-40.5,13.13001,2.883786
-12,-40.5,14.35001,-0.8062134
-10.5,-40.5,12.51001,-4.156213
-9,-40.5,11.63001,-11.78621
-7.5,-40.5,10.40001,-19.38621
-6,-40.5,9.220015,-17.46621
-4.5,-40.5,9.760015,-10.44621
-3,-40.5,8.650015,-7.356213
-1.5,-40.5,6.470015,-6.316213
0,-40.5,5.260015,-4.806213
-60,-42,4.050014,-1.846213
-58.5,-42,5.030015,0.2637866
-57,-42,7.880014,3.543787
-55.5,-42,10.14001,4.763786
-54,-42,10.51001,4.913786
-52.5,-42,10.95001,4.793787
-51,-42,10.52001,5.073787
-49.5,-42,7.760015,4.093787
-48,-42,6.090014,2.863786
-46.5,-42,6.250014,2.673787
-45,-42,7.370015,1.993787
-43.5,-42,9.630014,0.7137866
-42,-42,10.92001,0.0938
-40.5,-42,11.63001,-0.1462134
-39,-42,12.38001,-0.3062134
-37.5,-42,12.01001,-0.2962134
-36,-42,12.34001,-1.176213
-34.5,-42,13.59001,-4.056213
-33,-42,13.49001,-7.946213
-31.5,-42,11.23001,-10.64621
-30,-42,8.570014,-10.10621
-28.5,-42,8.410014,-6.736213
-27,-42,9.760015,-3.916213
-25.5,-42,10.06001,-3.286213
-24,-42,9.790014,-2.996213
-22.5,-42,9.180015,-0.4962134
-21,-42,8.230015,3.443787
-19.5,-42,7.910015,6.583786
-18,-42,8.410014,7.313787
-16.5,-42,9.840014,6.663786
-15,-42,11.84001,7.143786
-13.5,-42,13.42001,4.783786
-12,-42,13.32001,-1.076213
-10.5,-42,11.65001,-7.886213
-9,-42,10.24001,-16.02621
-7.5,-42,9.050014,-20.30621
-6,-42,8.440015,-15.83621
-4.5,-42,8.910014,-8.876213
-3,-42,8.220015,-7.406213
-1.5,-42,6.980014,-7.586213
0,-42,6.750014,-5.396213
-60,-43.5,6.290015,-0.4962134
-58.5,-43.5,7.350015,5.273787
-57,-43.5,7.240015,7.373786
-55.5,-43.5,6.920014,5.993786
-54,-43.5,5.800014,6.093787
-52.5,-43.5,5.080015,5.283786
-51,-43.5,4.840014,4.063787
-49.5,-43.5,4.410015,4.103786
-48,-43.5,4.580015,4.643786
-46.5,-43.5,4.510015,5.443787
-45,-43.5,4.730014,5.833786
-43.5,-43.5,6.790014,4.553787
-42,-43.5,9.010015,2.173787
-40.5,-43.5,11.56001,0.0838
-39,-43.5,14.33001,-0.6762134
-37.5,-43.5,15.14001,-0.3762134
-36,-43.5,15.19001,-0.8762134
-34.5,-43.5,15.86001,-3.676213
-33,-43.5,16.40001,-7.346213
-31.5,-43.5,16.06001,-9.196213
-30,-43.5,15.53001,-8.226213
-28.5,-43.5,16.23001,-5.136213
-27,-43.5,16.98001,-2.486213
-25.5,-43.5,15.95001,-2.006213
-24,-43.5,14.32001,-2.686213
-22.5,-43.5,13.02001,-2.246213
-21,-43.5,12.02001,0.0638
-19.5,-43.5,10.82001,2.763787
-18,-43.5,9.220015,4.863787
-16.5,-43.5,9.000014,7.353786
-15,-43.5,9.940015,8.533787
-13.5,-43.5,9.780014,4.103786
-12,-43.5,8.700014,-3.676213
-10.5,-43.5,7.700015,-12.58621
-9,-43.5,6.510015,-19.60621
-7.5,-43.5,5.520015,-18.63621
-6,-43.5,6.460014,-11.86621
-4.5,-43.5,8.420014,-7.256213
-3,-43.5,8.040014,-7.446213
-1.5,-43.5,7.670014,-7.546213
0,-43.5,9.010015,-4.906213
-60,-45,10.01001,3.673787
-58.5,-45,8.920014,6.663786
-57,-45,6.510015,5.943787
-55.5,-45,5.090014,4.303787
-54,-45,4.330015,4.733787
-52.5,-45,4.450015,5.123786
-51,-45,4.700015,4.953786
-49.5,-45,3.900015,4.683786
-48,-45,2.720015,5.053786
-46.5,-45,1.890015,7.123786
-45,-45,1.980015,9.303786
-43.5,-45,3.420015,9.473786
-42,-45,5.280015,7.663786
-40.5,-45,8.030014,4.353786
-39,-45,11.53001,1.873787
-37.5,-45,14.87001,1.653787
-36,-45,17.72001,1.403787
-34.5,-45,19.58001,-1.726213
-33,-45,20.80001,-6.036213
-31.5,-45,21.37001,-8.146214
-30,-45,20.82001,-7.706213
-28.5,-45,19.40001,-6.056213
-27,-45,18.10001,-4.396213
-25.5,-45,16.52001,-2.846213
-24,-45,14.33001,-2.176213
-22.5,-45,12.59001,-2.376213
-21,-45,12.12001,-1.796213
-19.5,-45,11.41001,-0.9362134
-18,-45,9.610014,0.4137866
-16.5,-45,8.280014,4.013786
-15,-45,7.250014,6.033786
-13.5,-45,5.820014,1.873787
-12,-45,5.190014,-5.826213
-10.5,-45,4.020015,-14.71621
-9,-45,1.520015,-19.45621
-7.5,-45,1.360015,-14.05621
-6,-45,4.730014,-6.676213
-4.5,-45,8.040014,-5.846213
-3,-45,8.760015,-7.236213
-1.5,-45,9.690015,-6.506213
0,-45,11.29001,-4.636213
